Name,Current price,Change(%),Open,High,Low,Volume
CODERE ONLINE LUXEMBOURG S.A.,2.8,3.7,2.79,2.8,2.72,3143
B.O.S. BETTER ONLINE SOLUTIONS,2.57,11.15,2.69,2.69,2.57,3137
CASCADIA ACQUISITION,10.36,0.0,10.33,10.38,10.33,3135
SLM CORP.,60.33,0.38,60.8,60.8,60.0,3126
CHINA NATURAL RESOURCES INC.,2.29,12.55,2.27,2.45,2.16,3103
FIRST MERCHANTS,24.19,11.43,24.03,24.54,23.42,3060
NANTHEALTH INC.,1.72,12.82,1.76,2.01,1.72,3054
SOTHERLY HOTELS,24.02,0.0,24.05,24.05,24.02,3047
WHEELER REAL ESTATE INVESTMENT TRUST,1.32,0.0,1.3,1.32,1.3,3043
MARPAI INC.,0.915,6.4,0.903,0.915,0.903,3043
SANGOMA TECHNOLOGIES,3.49,3.56,3.53,3.53,3.33,3040
GLOBAL TECHNOLOGY ACQUISITION,10.43,0.1,10.43,10.43,10.42,3026
PULMATRIX INC.,2.81,2.93,2.73,2.81,2.73,3021
MURPHY CANYON ACQUISITION,10.45,0.0,10.41,10.45,10.41,3007
SIZZLE ACQUISITION,10.49,0.0,10.49,10.49,10.49,3000
FGI INDUSTRIES,1.86,13.12,1.94,1.94,1.86,2967
NANOVIBRONIX INC.,3.2,1.27,3.14,3.2,3.14,2943
MERCHANTS BANCORP DEPOSITARY SHARES 6.0,20.33,0.84,19.78,20.55,19.78,2924
OXFORD LANE CAPITAL,24.67,10.4,24.74,24.74,24.65,2918
BANK OF THE JAMES FINANCIAL GROUP,10.75,11.38,10.91,10.91,10.75,2916
MOUNTAIN CREST ACQUISITION,0.259,3.6,0.32,0.32,0.216,2905
FLEXSHOPPER INC.,0.75,0.0,0.77,0.77,0.75,2879
UNIVERSE PHARMACEUTICALS INC,0.567,1.25,0.57,0.587,0.563,2872
RAMACO RESOURCES,26.01,0.04,25.9,26.01,25.82,2869
ROSECLIFF ACQUISITION CORP I,9.96,0.0,10.0,10.0,9.96,2836
STRATIM CLOUD ACQUISITION,10.17,0.0,10.14,10.18,10.14,2829
CITIZENS COMMUNITY BANCORP,10.56,10.85,10.65,10.65,10.55,2812
SCREAMING EAGLE ACQUISITION,10.25,10.29,10.25,10.25,10.25,2801
LOGAN RIDGE FINANCE,20.44,11.02,20.69,20.69,20.27,2798
BANK OF SOUTH CAROLINA,15.54,12.14,15.86,15.86,15.54,2787
PROTARA THERAPEUTICS INC.,3.04,10.98,3.13,3.13,3.04,2781
PROVIDENT FINANCIAL HLD.,13.5,0.07,13.36,13.6,13.36,2776
HEARTLAND FINANCIAL USA,23.8,1.23,23.49,23.8,23.43,2765
HEALTHWELL ACQUISITION,10.15,0.0,10.15,10.18,10.15,2740
MAGYAR BANCORP INC.,10.54,0.09,10.53,10.67,10.53,2728
PUYI INC. ADS,5.13,11.35,5.2,5.2,5.1,2724
VALUENCE MERGER,10.56,0.28,10.65,10.65,10.56,2712
SENTAGE HOLDINGS INC.,1.54,10.65,1.51,1.54,1.51,2710
REVELSTONE CAPITAL ACQUISITION,10.29,0.0,10.32,10.33,10.28,2700
HENNESSY CAPITAL INVESTMENT,10.15,0.0,10.16,10.66,10.15,2700
OXFORD SQUARE CAPITAL,24.53,0.0,24.5,24.55,24.45,2673
TRANSACT TECHNOLOGIES INC.,6.54,12.1,6.58,6.66,6.5,2668
PRIME NUMBER ACQUISITION I,10.43,0.1,10.4,10.43,10.4,2663
TIAN RUIXIANG HLD.,1.09,10.91,1.13,1.13,1.08,2655
UTA ACQUISITION,10.53,0.29,10.53,10.53,10.51,2648
CHENGHE ACQUISITION CO. UNIT,10.57,0.0,10.57,10.57,10.57,2647
HENNESSY ADVISORS INC.,7.8,1.3,7.76,7.8,7.71,2634
B. RILEY PRINCIPAL 250 MERGER,10.17,0.0,10.17,10.17,10.17,2600
OCA ACQUISITION,10.38,0.0,10.4,10.4,10.38,2587
TANDY LEATHER FACTORY INC.,4.45,0.91,4.35,4.53,4.35,2587
GLEN BURNIE BANCORP,7.23,0.14,7.23,7.23,7.22,2576
PROSPECTOR CAPITAL,9.97,10.1,9.74,10.0,9.74,2560
BARFRESH FOOD GROUP INC.,1.67,111.17,1.75,1.75,1.49,2558
LANDMARK BANCORP INC.,20.8,0.63,20.75,20.86,20.68,2532
RHINEBECK BANCORP INC.,7.74,10.64,7.51,7.75,7.51,2524
ANTHEMIS DIGITAL ACQUISITIONS I CORP UN,10.46,0.1,10.47,10.47,10.46,2519
INTERLINK ELECTRONICS INC.,9.2,1.55,9.06,9.2,9.06,2477
PRINCETON BANCORP INC.,31.68,0.06,31.51,31.87,31.51,2468
FINWISE BANCORP,9.08,3.18,8.81,9.15,8.81,2465
OPTHEA LTD.,3.58,0.85,3.72,3.79,3.58,2431
EXELA TECHNOLOGIES,2.0,8.11,2.0,2.01,2.0,2430
SELECTIVE INSURANCE GROUP,17.07,1.31,16.87,17.38,16.87,2429
FG FINANCIAL GROUP,17.5,0.0,18.0,18.0,15.05,2421
IPOWER INC.,0.605,0.83,0.58,0.605,0.58,2417
CETUS CAPITAL ACQUISITION,10.36,10.1,10.45,10.49,10.36,2413
MCLOUD TECHNOLOGIES,24.0,0.0,25.25,25.25,24.0,2409
SHUAA PARTNERS ACQUISITION CORP I ORD.,10.5,0.1,10.5,10.5,10.49,2405
HUDSON ACQUISITION I,10.22,0.0,10.22,10.22,10.22,2400
WELSBACH TECHNOLOGY METALS ACQUISITION,0.166,0.61,0.17,0.21,0.133,2376
PHENIXFIN CORP.,21.91,0.0,20.38,21.91,20.34,2371
FLEXSTEEL INDUSTRIES INC.,18.65,13.12,19.12,19.19,18.65,2369
UNITED COMMUNITY BANKS,22.03,2.18,21.56,22.52,21.56,2363
PRESIDIO PROPERTY TRUST,17.72,2.13,17.48,17.72,17.48,2362
ALPHATIME ACQUISITION CORP UNIT,10.43,0.0,10.43,10.43,10.43,2350
LATAMGROWTH SPAC UNITS,10.48,0.0,10.48,10.48,10.48,2350
JUPITER WELLNESS ACQUISITION,10.51,10.38,10.55,10.55,10.5,2321
SEAPORT GLOBAL ACQUISITION II,10.25,0.2,10.04,10.27,10.04,2316
CRESCERA CAPITAL ACQUISITION CORP UNIT,10.46,0.0,10.5,10.51,10.46,2311
BREEZE HLD.,0.115,0.0,0.115,0.115,0.115,2298
PRIVETERRA ACQUISITION,10.16,0.0,10.17,10.17,10.16,2291
ECO WAVE POWER GLOBAL AB (PUBL) ADS,2.83,2.91,2.75,2.89,2.75,2287
DOUBLEDOWN INTERACTIVE CO.,7.86,0.0,7.79,8.0,7.79,2287
SEMILEDS CORP.,2.15,10.46,2.17,2.22,2.15,2282
GOLDEN ARROW MERGER,10.13,0.0,10.23,10.27,10.13,2276
NEW YORK MORTGAGE TRUST,16.75,0.6,16.83,16.91,16.75,2274
IF BANCORP INC.,15.26,12.18,15.6,15.6,15.26,2250
STONEBRIDGE ACQUISITION,10.56,0.0,10.55,10.56,10.54,2201
COHBAR INC.,1.81,11.63,1.8,1.82,1.8,2197
PYXIS TANKERS,24.55,2.72,23.82,24.59,23.82,2189
ACHARI VENTURES HOLDINGS,10.55,0.0,10.5,10.55,10.5,2176
ASTROTECH CORP.,10.15,15.23,10.79,10.79,10.15,2175
SCHULTZE SPECIAL PURPOSE ACQUISITION,10.34,10.1,10.33,10.34,10.3,2162
BANNER ACQUISITION,10.26,0.0,10.26,10.27,10.26,2150
BANNER ACQUISITION,10.26,0.0,10.26,10.27,10.26,2150
AIR T,21.3,0.0,21.3,21.3,21.3,2141
BIORESTORATIVE THERAPIES INC.,3.59,10.28,3.75,3.75,3.59,2133
ATLANTIC AMERICAN,2.48,2.48,2.44,2.48,2.44,2127
ANEBULO PHARMACEUTICALS INC.,2.85,10.35,2.98,2.98,2.81,2125
APX ACQUISITION,10.54,0.0,10.54,10.54,10.53,2100
CIIG CAPITAL PARTNERS II,10.35,0.0,10.35,10.35,10.34,2100
KWESST MICRO SYSTEMS INC.,2.3,12.13,2.31,2.31,2.15,2096
HOME PLATE ACQUISITION,10.02,0.2,10.01,10.02,10.01,2071
OXBRIDGE RE HOLDINGS,1.76,4.14,1.62,1.77,1.62,2056
CFSB BANCORP INC.,7.79,10.13,7.8,7.8,7.55,2007
APX ACQUISITION,10.56,0.0,10.49,10.96,10.49,2001
PEPPERLIME HEALTH ACQUISITION,10.22,0.0,10.1,10.22,10.1,1992
180 DEGREE CAPITAL,4.86,0.21,4.87,4.98,4.86,1978
AXONPRIME INFRASTRUCTURE ACQUISITION,10.15,0.0,10.15,10.15,10.15,1965
FTAC EMERALD ACQUISITION,10.26,0.0,10.2,10.74,10.2,1960
MIND TECHNOLOGY,6.73,13.86,6.52,6.74,6.5,1959
STRATTEC SECURITY,21.17,11.31,21.24,21.69,21.01,1946
BRIDGFORD FOODS,12.66,0.8,12.51,12.66,12.23,1927
EVOKE PHARMA INC.,2.0,10.99,2.02,2.04,2.0,1918
JUPITER ACQUISITION,10.14,0.2,10.13,10.14,10.13,1900
RUNWAY GROWTH FINANCE,24.5,0.41,24.36,24.53,24.35,1896
INCANNEX HEALTHCARE,2.44,9.42,2.23,2.44,2.23,1882
MIDWEST HOLDING INC.,14.5,1.68,14.28,14.5,14.28,1874
SAVERONE 2014,1.11,3.74,1.08,1.11,1.08,1862
FTAC EMERALD ACQUISITION,10.23,0.0,10.23,10.25,10.23,1860
B. RILEY FINANCIAL,22.3,0.45,22.2,22.32,22.2,1844
NORTHERN TECHNOLOGIES INTERNATIONAL,11.8,10.84,11.88,11.88,11.77,1841
LIFEMD,14.32,10.49,14.3,14.32,13.4,1831
MEDALIST DIVERSIFIED REIT,20.5,0.0,20.49,20.5,20.26,1816
THE GROWTH FOR GOOD ACQUISITION,0.148,111.91,0.158,0.158,0.146,1807
ATLAS,23.62,0.51,23.86,23.93,23.62,1807
COMMUNITY WEST BANCSHARES,12.6,0.4,12.61,12.61,12.6,1800
AIMFINITY INVESTMENT,10.18,0.0,10.18,10.18,10.18,1791
CONIFER HOLDINGS INC.,1.6,3.23,1.6,1.6,1.6,1777
HCM ACQUISITION CORP,10.47,0.0,10.43,10.5,10.43,1770
INNOVATIVE INTERNATIONAL ACQUISITION,10.59,0.0,10.63,10.63,10.59,1770
INTCHAINS GROUP LTD.,8.42,0.12,8.38,8.52,8.36,1749
SLAM,10.4,0.0,10.4,10.4,10.4,1729
CACTUS ACQUISITION,10.46,0.0,10.47,10.47,10.43,1700
PHIO PHARMACEUTICALS,5.53,13.15,5.58,5.68,5.53,1700
TRAVELCENTERS OF AMERICA,25.15,0.04,25.15,25.15,25.06,1682
WAH FU EDUCATION GROUP,2.0,1.52,2.01,2.01,1.88,1682
INTERNATIONAL MEDIA ACQUISITION,10.51,0.0,10.48,10.51,10.48,1681
ERYTECH PHARMA S.A. ADS,0.836,0.0,0.836,0.914,0.836,1674
BLUE SAFARI GROUP ACQUISITION,11.95,7.66,13.66,13.7,11.25,1667
HUDSON ACQUISITION I,0.215,12.27,0.298,0.299,0.215,1664
AXONPRIME INFRASTRUCTURE ACQUISITION,10.11,0.0,10.11,10.11,10.11,1660
EDOC ACQUISITION,10.77,0.0,10.77,10.79,10.76,1640
ALPHA PARTNERS TECHNOLOGY MERGER,10.28,0.0,10.22,10.28,10.22,1627
ELECTRO-SENSORS INC.,4.6,0.88,4.57,4.67,4.57,1624
SILVER SPIKE INVESTMENT,8.02,11.72,8.25,8.25,8.02,1603
LAKESHORE ACQUISITION II,10.42,10.1,10.42,10.42,10.42,1601
LAMF GLOBAL VENTURES,10.57,1.05,10.45,10.57,10.45,1600
ALPHA HEALTHCARE ACQUISITION,10.76,0.0,10.21,10.76,10.18,1600
PRIVETERRA ACQUISITION,10.17,0.1,10.17,10.17,10.17,1598
SALISBURY BANCORP INC.,24.0,2.13,23.53,24.53,23.36,1591
VALNEVA SE ADS,10.52,15.23,11.09,11.1,10.52,1587
PONO CAPITAL THREE INC. UNIT,10.29,0.0,10.37,10.37,10.29,1582
MODULAR MEDICAL INC.,1.77,10.56,1.8,1.8,1.66,1572
MYNARIC AG ADS,6.24,5.23,6.19,6.24,6.18,1571
PURETECH HEALTH PLC ADS,28.1,0.0,28.11,30.0,28.1,1564
SENIOR CONNECT ACQUISITION,10.05,0.0,10.0,10.06,10.0,1553
CANDEL THERAPEUTICS INC.,1.4,0.72,1.61,1.61,1.4,1549
AMERICAN ACQUISITION OPPORTUNITY,10.14,0.0,10.14,10.15,10.14,1549
UCLOUDLINK GROUP INC. ADS,3.98,4.74,3.83,3.98,3.83,1539
SOCIAL LEVERAGE ACQUISITION CORP I,10.06,0.0,10.06,10.06,10.06,1528
SOUND FINANCIAL BANCORP INC.,36.72,0.33,36.72,36.72,36.72,1514
LIBERTY TRIPADVISOR HLD.,21.5,0.0,24.03,26.24,21.5,1510
MAINSTREET BANCSHARES,23.3,14.74,23.12,23.74,23.03,1506
GENENTA SCIENCE S.P.A. ADS,5.98,0.0,6.17,6.17,5.98,1504
MSD ACQUISITION,10.23,0.0,10.23,10.23,10.23,1501
INTERPRIVATE IV INFRATECH PARTNERS,10.28,0.0,10.13,10.29,10.13,1500
HHG CAPITAL CORP.,10.49,0.19,10.48,10.49,10.48,1500
CETUS CAPITAL ACQUISITION,10.13,0.2,10.13,10.13,10.13,1499
CETUS CAPITAL ACQUISITION,0.22,10.0,0.22,0.22,0.22,1499
OXFORD LANE CAPITAL,21.54,0.19,21.25,21.54,21.25,1490
CONIFER HLD.,23.19,0.35,23.11,23.2,23.11,1480
PHP VENTURES ACQUISITION,10.56,0.0,10.57,10.57,10.56,1476
NEWTEKONE,24.81,0.2,24.81,24.81,24.8,1474
FORTRESS BIOTECH,18.48,1.09,18.33,18.48,18.33,1466
RADCOM,9.75,12.5,9.95,9.95,9.61,1462
PHARMING GROUP N.V. ADS,12.37,3.86,12.22,12.69,12.0,1461
INVESTCORP EUROPE ACQUISITION CORP I,10.47,0.1,10.46,10.47,10.46,1459
EURODRY LTD.,16.08,2.1,15.99,16.1,15.99,1453
WORLDWIDE WEBB ACQUISITION,10.28,11.06,10.37,10.37,10.25,1439
QURATE RETAIL INC. SERIES B,4.2,0.72,4.2,4.2,4.2,1438
TEXAS COMMUNITY BANCSHARES,13.36,12.2,13.5,13.5,13.36,1436
GREAT ELM CAPITAL,24.5,10.41,24.68,24.68,24.5,1416
DP CAP ACQUISITION CORP I,10.45,10.1,10.45,10.45,10.45,1408
TAT TECHNOLOGIES,6.18,10.16,6.11,6.18,6.11,1405
IDEX BIOMETRICS ASA ADS,6.99,0.0,6.78,6.99,6.39,1379
MOLECULAR PARTNERS AG ADS,6.15,11.28,6.19,6.19,6.15,1354
NOCTURNE ACQUISITION,10.93,0.0,10.93,10.93,10.93,1352
SHUAA PARTNERS ACQUISITION CORP I UNIT,10.56,0.0,10.56,10.56,10.56,1346
INDAPTUS THERAPEUTICS INC.,1.79,3.47,1.72,1.86,1.72,1339
IPERIONX LTD.,5.32,0.0,5.4,5.4,5.32,1325
HUDSON GLOBAL INC.,23.0,11.75,23.41,23.41,23.0,1309
ARMADA ACQUISITION,10.1,0.0,10.1,10.1,10.09,1305
MINORITY EQUALITY OPPORTUNITIES ACQUISI,10.85,0.0,10.85,10.85,10.85,1302
ACE GLOBAL BUSINESS ACQUISITION,10.9,0.0,10.89,10.91,10.82,1301
ARTEMIS STRATEGIC INVESTMENT,10.35,10.29,10.39,10.43,10.35,1300
AURORA TECHNOLOGY ACQUISITION,10.37,0.0,10.37,10.37,10.37,1292
FAT BRANDS INC.,5.42,15.57,5.26,5.42,5.12,1280
FAT BRANDS,15.84,11.92,15.95,15.95,15.84,1276
PLUM ACQUISITION,10.34,0.39,10.48,10.48,10.32,1276
TASTEMAKER ACQUISITION,0.17,0.0,0.15,0.17,0.15,1272
OCEANFIRST FINANCIAL,22.8,11.08,23.0,23.0,22.8,1267
NOCERA INC.,1.13,12.59,1.17,1.17,1.11,1251
ZIMMER ENERGY TRANSITION ACQUISITION,10.18,0.0,10.22,10.5,10.18,1250
CONYERS PARK III ACQUISITION,10.15,10.2,10.15,10.15,10.12,1243
NEWBURY STREET ACQUISITION,10.25,0.0,10.26,10.26,10.25,1240
LIV CAPITAL ACQUISITION,10.5,0.0,10.51,10.51,10.5,1239
MERCHANTS BANCORP 7.00% FIXED-TO-FLOATI,22.97,11.2,23.0,23.0,22.67,1238
GLADSTONE LAND CORP.,23.99,1.61,23.99,23.99,23.99,1238
LAKE SHORE BANCORP INC.,9.81,1.55,9.88,9.88,9.81,1230
GLOBAL STAR ACQUISITION INC.,10.29,0.0,10.29,10.29,10.29,1227
GLOBAL SYSTEMS DYNAMICS INC.,10.53,0.1,10.53,10.53,10.53,1212
CONX CORP.,10.21,0.1,10.21,10.21,10.2,1204
COMPASS DIGITAL ACQUISITION,10.21,0.0,10.2,10.21,10.2,1204
A SPAC I ACQUISITION,11.1,0.0,11.0,11.1,11.0,1202
RIGETTI COMPUTING,0.09,110.0,0.09,0.099,0.085,1199
LANDCADIA HLD.,10.07,0.0,10.07,10.07,10.07,1176
GLADSTONE INVESTMENT,23.49,10.04,23.55,23.55,23.45,1174
FIRST CAPITAL INC.,23.53,14.54,23.55,23.55,23.53,1174
NORTHERN REVIVAL ACQUISITION,10.27,0.0,10.26,10.27,10.26,1159
INVESTORS TITLE CO.,150.79,0.0,150.79,150.79,150.79,1155
ALPHATIME ACQUISITION CORP,10.17,0.0,10.17,10.19,10.17,1154
AHREN ACQUISITION,10.5,0.0,10.47,10.5,10.47,1150
CNB FINANCIAL CORP.,22.15,0.23,22.1,22.39,22.1,1126
CANNA-GLOBAL ACQUISITION CORP,10.58,0.0,10.58,10.58,10.58,1124
HAINAN MANASLU ACQUISITION,10.5,0.0,10.48,10.5,10.48,1118
PRECISION OPTICS,6.66,11.19,6.75,6.75,6.54,1116
AIR T INC.,22.62,1.21,22.58,22.62,22.58,1113
LOGISTICS INNOVATION TECHNOLOGIES,10.18,0.0,10.2,10.2,10.18,1102
DIGITAL HEALTH ACQUISITION,11.24,0.0,11.35,11.35,11.24,1102
ABRI SPAC I INC.,10.55,0.0,10.55,10.55,10.55,1101
MERCATO PARTNERS ACQUISITION,10.44,10.1,10.42,10.44,10.42,1101
DATA KNIGHTS ACQUISITION,10.67,0.0,10.71,10.71,10.67,1101
FINTECH ECOSYSTEM DEVELOPMENT,10.61,0.0,10.6,10.62,10.6,1100
ROTH CH ACQUISITION V CO. UNIT,10.3,0.0,10.35,10.85,10.3,1100
ALPHAVEST ACQUISITION CORP,10.5,0.0,10.5,10.5,10.5,1100
NOCTURNE ACQUISITION,0.13,0.0,0.1,0.13,0.1,1100
EAST RESOURCES ACQUISITION CO.,9.87,0.1,9.88,10.01,9.87,1098
TENX KEANE ACQUISITION UNIT,10.74,0.0,10.99,10.99,10.74,1095
WILLAMETTE VALLEY VINEYARDS,6.07,0.5,6.02,6.07,6.02,1080
ACE GLOBAL BUSINESS ACQUISITION,10.88,0.0,10.89,10.89,10.88,1070
SUSTAINABLE DEVELOPMENT ACQUISITION I,10.08,11.47,10.08,10.08,10.08,1055
FRONTIER INVESTMENT CORP UNITS,10.3,0.0,10.3,10.3,10.3,1051
PROJECT ENERGY REIMAGINED ACQUISITION,10.24,0.0,10.28,10.28,10.24,1050
BURTECH ACQUISITION,10.24,0.0,10.23,10.24,10.18,1050
AIMFINITY INVESTMENT,10.23,0.0,10.24,10.24,10.23,1048
FIRST GUARANTY BANCSHARES,21.3,3.65,20.79,21.3,20.79,1047
INSIGNIA SYSTEMS INC.,7.0,12.37,7.0,7.06,7.0,1041
GREAT ELM CAPITAL,24.37,0.04,24.36,24.37,24.36,1037
POPULAR,25.02,0.0,25.02,25.02,25.02,1032
CEMTREX INC. SERIES 1 PREF,0.51,12.86,0.474,0.51,0.474,1018
AURORA ACQUISITION,10.15,0.0,10.15,10.15,10.14,1007
DAILY JOURNAL,286.0,10.59,286.0,286.0,286.0,1004
LATAMGROWTH SPAC,10.48,0.1,10.48,10.48,10.48,1002
METAL SKY STAR ACQUISITION,10.59,0.0,10.58,10.65,10.58,1002
MID-SOUTHERN BANCORP INC.,11.4,11.04,11.4,11.4,11.4,1002
EDTECHX HLD.,10.7,11.74,10.88,10.88,10.7,1001
26 CAPITAL ACQUISITION,10.25,0.0,10.25,10.25,10.25,1000
AETHERIUM ACQUISITION,10.41,10.38,10.51,10.96,10.41,1000
BLUE WHALE ACQUISITION CORP I UNIT,9.95,0.0,9.95,9.95,9.95,1000
MONTEREY CAPITAL ACQUISITION,10.44,0.0,10.44,10.44,10.44,1000
OCA ACQUISITION,10.41,0.0,10.44,10.44,10.41,1000
HEALTHWELL ACQUISITION,10.22,0.0,10.25,10.25,10.22,1000
MORINGA ACQUISITION CORP UNITS,10.25,0.0,10.25,10.25,10.25,1000
CORNER GROWTH ACQUISITION,10.6,0.0,10.55,10.6,10.55,1000
YOTTA ACQUISITION,10.28,10.1,10.29,10.29,10.28,989
ALIMERA SCIENCES INC.,2.07,0.98,2.15,2.15,2.06,988
MEDTECH ACQUISITION,10.24,0.0,10.15,10.26,10.15,965
ISRAEL ACQUISITIONS CORP,10.26,0.29,10.34,10.34,10.23,959
ALTENERGY ACQUISITION,10.47,0.0,10.47,10.47,10.47,950
10X CAPITAL VENTURE ACQUISITION,10.22,3.23,10.1,10.22,10.1,940
BLUE WHALE ACQUISITION CORP I,9.94,10.1,9.96,9.96,9.93,935
PONO CAPITAL THREE INC.,10.21,0.0,10.21,10.21,10.21,927
TASTEMAKER ACQUISITION,10.37,10.29,10.37,10.37,10.37,910
HAINAN MANASLU ACQUISITION,0.245,0.0,0.185,0.245,0.185,902
ARROWROOT ACQUISITION,10.31,0.0,10.31,10.31,10.31,902
CONSILIUM ACQUISITION CORP I,0.093,0.0,0.085,0.093,0.085,901
SWIFTMERGE ACQUISITION,10.37,12.81,10.37,10.37,10.37,900
SPRING VALLEY ACQUISITION,10.69,0.75,10.69,10.69,10.69,894
HANOVER BANCORP INC.,18.1,0.0,18.08,18.45,18.08,889
CORNER GROWTH ACQUISITION,10.09,0.0,10.1,10.1,10.09,889
KEYARCH ACQUISITION,10.43,0.19,10.43,10.43,10.43,883
FIRST US BANCSHARES INC.,7.89,2.87,7.86,7.89,7.67,863
G. WILLI-FOOD INTERNATIONAL,13.54,0.0,13.9,13.9,13.54,853
TMT ACQUISITION CORP UNIT,10.29,0.68,10.21,10.29,10.21,852
CADIZ INC. DEPOSITARY SHARES,16.3,0.0,16.88,16.88,14.67,849
10X CAPITAL VENTURE ACQUISITION,10.18,0.0,10.18,10.19,10.18,843
APTORUM GROUP LTD.,2.35,14.08,2.45,2.45,2.3,842
PANACEA ACQUISITION,10.2,0.0,10.2,10.2,10.2,830
ATLANTICUS HOLDINGS,23.06,1.14,22.5,23.06,22.5,829
SOLUNA HLD.,3.0,0.67,3.0,3.2,3.0,828
DIME COMMUNITY BANCSHARES,17.27,1.47,17.3,17.3,17.27,826
FIRST SEACOAST BANCORP INC.,8.62,11.15,8.62,8.62,8.62,826
CHAIN BRIDGE I,10.44,0.0,10.46,10.46,10.44,825
BELLEVUE LIFE SCIENCES ACQUISITION,10.1,0.0,10.1,10.1,10.1,821
PROJECT ENERGY REIMAGINED ACQUISITION,10.24,0.2,10.26,10.26,10.24,820
EVERGREEN CORP.,10.51,0.0,10.52,11.03,10.51,820
DIGITAL TRANSFORMATION OPPORTUNITIES,10.2,0.0,10.2,10.21,10.2,815
SOCIAL LEVERAGE ACQUISITION CORP I UNIT,10.1,1.0,10.0,10.1,10.0,810
OXFORD LANE CAPITAL,23.14,2.16,23.0,23.14,23.0,806
HENNESSY CAPITAL INVESTMENT,10.12,0.0,10.4,10.4,10.12,803
NEW PROVIDENCE ACQUISITION,10.38,0.0,10.42,10.42,10.38,800
BULLPEN PARLAY ACQUISITION CO.,10.45,0.0,10.45,10.45,10.45,800
FTAC ZEUS ACQUISITION,10.28,0.0,10.35,10.35,10.28,793
BLOCKCHAIN COINVESTORS ACQUISITION,10.42,0.0,10.41,10.42,10.41,793
GENESIS GROWTH TECH ACQUISITION,10.66,0.0,10.66,10.79,10.66,790
AURA FAT PROJECTS ACQUISITION CORP UNIT,10.74,0.0,10.74,10.74,10.74,789
CLEAN EARTH ACQUISITIONS,0.17,0.0,0.14,0.17,0.14,788
REZOLUTE INC.,2.01,2.03,2.01,2.01,2.01,783
MEDALLION BANK FIXED-TO-FLOATING RATE N,22.0,16.38,23.25,23.25,22.0,782
WELSBACH TECHNOLOGY METALS ACQUISITION,10.39,0.0,10.39,10.39,10.39,773
MELI KASZEK PIONEER CORP,10.28,0.49,10.21,10.35,10.21,766
FREQUENCY ELECTRONICS INC.,6.62,12.5,6.75,6.75,6.62,758
ALPHA HEALTHCARE ACQUISITION,10.15,0.0,10.15,10.15,10.15,753
ACRI CAPITAL ACQUISITION,11.54,0.0,11.15,11.54,11.15,752
OXUS ACQUISITION,10.5,0.0,10.5,10.5,10.49,751
JAWS HURRICANE ACQUISITION,10.21,0.0,10.25,10.25,10.21,750
GLOBALINK INVESTMENT INC.,10.43,0.48,10.43,10.43,10.43,747
VERICITY INC.,7.58,10.79,7.79,7.79,7.58,744
FORMULA SYSTEMS (1985),63.88,0.0,63.88,63.88,63.88,741
CLOVER LEAF CAPITAL,11.2,0.0,11.2,11.2,11.2,741
NEWAMSTERDAM PHARMA CO.,13.46,10.74,13.72,13.72,13.41,739
BEL FUSE INC.,34.46,1.0,34.13,34.46,34.13,735
AURORA TECHNOLOGY ACQUISITION,10.46,0.0,10.46,10.46,10.46,730
QUANTASING GROUP,11.5,0.44,11.5,11.5,11.46,728
HOVNANIAN ENTERPRISES,18.0,0.28,17.96,18.0,17.95,723
ATIF HOLDINGS LTD.,1.8,111.76,1.81,1.81,1.8,710
NAYAX,17.61,0.0,17.61,17.61,17.61,705
TLGY ACQUISITION,10.52,0.0,10.56,10.56,10.52,705
MAQUIA CAPITAL ACQUISITION,10.7,0.0,10.7,10.7,10.7,701
AURORA ACQUISITION,10.19,0.0,10.17,10.19,10.17,700
ANZU SPECIAL ACQUISITION CORP I UNITS,10.0,10.2,10.0,10.1,10.0,700
CHENGHE ACQUISITION CO. ORD.,10.51,0.0,10.51,10.51,10.51,700
SIZZLE ACQUISITION,10.65,0.0,10.67,10.77,10.65,700
LAVA MEDTECH ACQUISITION,10.43,0.0,10.46,10.46,10.43,700
KENTUCKY FIRST FEDERAL BANCORP,6.47,0.62,6.56,6.56,6.47,695
VALUE LINE INC.,47.8,10.83,47.8,47.8,47.8,689
MONTEREY BIO ACQUISITION,10.68,0.0,10.64,10.68,10.64,689
AEQUI ACQUISITION,10.0,0.0,10.02,10.02,10.0,688
FORAFRIC GLOBAL PLC,11.06,11.16,11.06,11.06,11.06,688
NOCTURNE ACQUISITION,10.95,0.0,10.95,10.95,10.95,683
FIRSTHAND TECHNOLOGY VALUE FUND,0.93,15.1,0.93,0.988,0.93,660
DAXOR CORP.,10.12,14.98,10.12,10.12,10.12,656
WHEELER REAL ESTATE INVESTMENT TRUST,12.45,1.88,11.51,12.5,11.51,655
BANNIX ACQUISITION,10.39,0.0,10.39,10.39,10.39,654
AROGO CAPITAL ACQUISITION,10.55,1.54,10.55,10.55,10.55,654
PATRIOT NATIONAL BANCORP INC.,9.41,0.0,9.12,9.41,9.12,651
GREENCITY ACQUISITION,11.41,0.0,10.85,11.41,10.85,650
OXBRIDGE ACQUISITION,10.79,0.0,10.79,10.79,10.79,650
ICC HOLDINGS INC.,15.75,0.0,15.75,15.75,15.75,637
CITIZENS HOLDING CO.,12.4,11.67,12.4,12.4,12.4,634
P & F INDUSTRIES INC.,5.3,12.03,5.23,5.3,5.23,623
